id,message_content,spam_status,language,timestamp
668,"🎬```Flight Risk```

🎞**Movie Info**
**Flight Risk** is a 2025 American action thriller film directed by Mel Gibson and starring Mark Wahlberg,  Michelle Dockery, and Topher Grace. Its plot follows a pilot (Wahlberg) transporting an Air Marshal (Dockery) and a fugitive (Grace) across the Alaskan wilderness, where the identities and intentions of those onboard come into question.

📝️**Synopsis**:
Madolyn Harris, a U.S. Marshal, arrests an accountant named Winston while he is hiding out in a remote part of Alaska after turning informant against his former employer, the Moretti crime family. Madolyn charters a small private airplane to take them to Anchorage so they can transfer to New York City, where she intends for Winston to testify against the📝️

😀**Genre**: #Action #Thriller
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: January 24, 2025
⏳**Running time**: 91 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Flight_Risk_(film))
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",Spam,Unknown,"2025-02-03 10:40:44"
669,"🎬```Inheritance```

🎞**Movie Info**
**Inheritance** is a 2025 American espionage action film directed by Neil Burger from a screenplay he co-wrote with Olen Steinhauer starring Phoebe Dynevor and Rhys Ifans. The film was released in theaters on January 24, 2025.

📝️**Synopsis**:
A young woman is drawn into an international conspiracy after discovering her father is a spy.

😀**Genre**: #Action
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: January 24, 2025
⏳**Running time**: 101 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Inheritance_(2025_film))
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me","Not Spam",Unknown,"2025-02-03 10:40:44"
670,"For all the details from our most recent update, like **unique links** for collectible gifts and the ability to **filter gifts** on channel profiles – check out our blog: https://telegram.org/blog/wear-gifts-blockchain-and-more

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • **More**","Not Spam",Unknown,"2025-02-03 10:40:44"
671,"**Share Gifts.** Collectible gifts on your profile can now be **posted to your story** – with an **animated preview** that shows off your rare artwork and lucky numbers.

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • **9** • [More](https://t.me/telegram/366)","Not Spam",Unknown,"2025-02-03 10:40:44"
672,"**Give Gifts to Channels.** To celebrate holidays and achievements, subscribers can now **send gifts** to channels, which are displayed on the channel's profile.

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • **8** • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)","Not Spam",Unknown,"2025-02-03 10:40:44"
673,"**Move Gifts to the Blockchain.** Like collectible [usernames](https://t.me/TelegramTips/360) and [numbers](https://t.me/TelegramTips/363), gifts can now be **transferred** or **auctioned** via the TON blockchain. This gives owners **permanent control** – even if they lose access to or delete their Telegram account.

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • **7** • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",Spam,Unknown,"2025-02-03 10:40:45"
674,"**Wear Collectible Gifts.** Gifts that you [upgrade to collectibles](https://t.me/TelegramTips/498) can be used as a unique emoji status – with a **glittering star effect** and **unique appearance** for [your profile](https://t.me/TelegramTips/409).

January Features
[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • **6** • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)","Not Spam",Unknown,"2025-02-03 10:40:45"
675,"For all the features from this update, including **custom emoji** in folder names, an in-app **QR code scanner** and more – check out our blog:
https://telegram.org/blog/collectible-gifts-and-more

January Features
[1](https://t.me/telegram/357) • [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • **5** • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)","Not Spam",Unknown,"2025-02-03 10:40:45"
676,"**Verification from Third Parties.** Telegram allows public figures and organizations to **become verified**, so users can quickly identify **official sources**.

Third-party services are now able to assign **extra verification icons** to user accounts, mini apps and public chats – which will help **prevent scams** and **reduce misinformation**.

January Features
[1](https://t.me/telegram/357) • [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • **4** • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)","Not Spam",Unknown,"2025-02-03 10:40:45"
677,"**Message Search Filters.** Search results in the __'Chats'__ tab now have **extra filters** that let you **refine the list** to show items only from **private chats**, **group chats** or **channels**.

January Features
[1](https://t.me/telegram/357) • [2](https://t.me/telegram/358) • **3** • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)","Not Spam",Unknown,"2025-02-03 10:40:45"
678,"**Reactions for Service Messages.** When someone sends you a gift or joins a group, a special **service message** appears in the conversation.

These messages now **support reactions** – so you can say thanks or welcome new members in two taps.

January Features
[1](https://t.me/telegram/357) • **2** • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)","Not Spam",Unknown,"2025-02-03 10:40:45"
679,"**Collectible Gifts.** Over 20 [existing gifts](https://t.me/telegram/335) on Telegram can now be **upgraded to collectibles** – with more coming soon.

When you upgrade a gift it unlocks a **new appearance** from dozens of **custom variations** made by Telegram artists, as well as random **secondary traits**.

Collectible gifts can be **transferred** to other users or **auctioned** on NFT marketplaces.

January Features
**1** • [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)","Not Spam",Unknown,"2025-02-03 10:40:45"
680,"🚨 *செப்.5 வரை பருப்பு, பாமாயில் பெறலாம்..!*","Not Spam",Unknown,"2025-02-03 10:40:46"
681,"*வாரயிறுதி நாட்களில் அதிக நேரம் தூங்குபவர்களா நீங்கள்..?*

ஆமாம்பா.. ஆமா..! - 😍
இல்லையே..! - 😥
Week end-லயும் வேலைக்கு போற Me - 🥺","Not Spam",Unknown,"2025-02-03 10:40:46"
682,"தெலுங்கு திரையுலகில் நடக்கும் பாலியல் தொல்லை தொடர்பான விசாரணை அறிக்கை கோரும் நடிகை சமந்தா!","Not Spam",Unknown,"2025-02-03 10:40:46"
683,"*Money.. Money.. Money.. Money* 💸💰

13 years of Venkat Prabhu's mass game 💥","Not Spam",Unknown,"2025-02-03 10:40:46"
684,"தமிழ்நாடு கைவினைக் கலைஞர்களுக்கு அமெரிக்காவில் கௌரவம்!","Not Spam",Unknown,"2025-02-03 10:40:46"
685,"*'தடம்' பெட்டகம்*","Not Spam",Unknown,"2025-02-03 10:40:46"
686,"*Sai Sudharsan scores his first County Championship hundred 💥*","Not Spam",Unknown,"2025-02-03 10:40:47"
687,"*என்ன மக்களே.. உங்க ஏரியாவுலயும் மழையா..?* 🌧️","Not Spam",Unknown,"2025-02-03 10:40:47"
688,"*சிறுவன் ஓட்டிய கார் மோதி ஒருவர் உயிரிழப்பு!*

Get your licence and drive safely 🙏","Not Spam",Unknown,"2025-02-03 10:40:50"
689,"_*GUS ATKIN-SENSATIONAL 💥*_","Not Spam",Unknown,"2025-02-03 10:40:50"
690,"வக்ஃப் வாரிய சட்ட திருத்தம்: நாடாளுமன்ற குழு அறிக்கை இன்று தாக்கல்

https://tamil.news18.com/national/waqf-amendment-bill-to-be-tabled-in-today-parliament-budget-session-nw-lks-ws-b-1718156.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-03 12:12:41"
691,"சிபிசிஐடி குற்றப்பத்திரிகையில் முரண்பாடு..? நீதிமன்றம் இன்று தீர்ப்பு

https://tamil.news18.com/tamil-nadu/vengaivayal-case-judegement-to-be-given-today-by-pudukottai-case-nw-rkr-ws-b-1718143.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-03 12:12:42"
692,"மாவட்டம் முழுவதும் 144 தடை அமல் - மதுரை ஆட்சியர் அறிவிப்பு

https://tamil.news18.com/tamil-nadu/madurai-imposes-144-restrictions-due-to-tirupparankundram-controversy-nw-lks-1718132.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-03 12:12:42"
693,"‘டான்’ பட இயக்குநரிடமிருந்து சிவகார்த்திகேயன் விலகல்? 

https://tamil.news18.com/entertainment/cinema-sivakarthikeyan-cibi-chakravarthy-movie-drop-nw-kls-ws-b-1718144.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-03 12:12:42"
694,"LIVE: பாபா பக்ருதீனை கைது செய்தது என்.ஐ.ஏ

https://tamil.news18.com/national/tamil-live-breaking-news-weather-updates-and-latest-updates-on-february-3-nw-rkr-1718125.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-03 12:12:43"
695,"நடிகை சாய் பல்லவிக்கு என்ன ஆச்சு? - இயக்குநர் கொடுத்த ஹெல்த் அப்டேட்

https://tamil.news18.com/entertainment/cinema-actress-sai-pallavis-health-condition-nw-kls-ws-b-1718122.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-03 12:12:43"
696,"மனிதனை விண்ணுக்கு அனுப்பும் ககன்யான் திட்டம் எப்போது? - இஸ்ரோ தலைவர்

https://tamil.news18.com/tamil-nadu/israels-initiatives-progressing-rapidly-narayanan-report-1718119.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-03 12:12:43"
697,"தமிழக ஆளுநரை நீக்க கோரிய வழக்கு - உச்சநீதிமன்றத்தில் இன்று விசாரணை

https://tamil.news18.com/tamil-nadu/supreme-court-to-hear-plea-to-remove-governor-rn-ravi-nw-rkr-ws-b-1718118.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-03 12:12:44"
698,"ஈரோடு கிழக்கு இடைத்தேர்தல்: இன்றுடன் ஓய்கிறது பரப்புரை

https://tamil.news18.com/tamil-nadu/erode-east-by-poll-campaign-to-end-today-nw-rkr-ws-b-1718100.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-03 12:12:44"
699,"டெல்லியில் இறுதிக்கட்ட வாக்கு சேகரிப்பில் அரசியல் கட்சிகள் தீவிரம்

https://tamil.news18.com/national/delhi-elections-modi-rahul-kejriwal-intensify-campaign-1718106.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-03 12:12:44"
700,"🎬```Companion```

🎞**Movie Info**
**Companion** is a 2025 American science fiction thriller film written and directed by Drew Hancock. It stars Sophie Thatcher and Jack Quaid as a couple on a weekend getaway with friends at a remote cabin, which unravels into chaos after a revelation that one of the guests is a companion robot. Lukas Gage, Megan Suri, Harvey Guillén, and Rupert Friend also appear in supporting roles.

📝️**Synopsis**:
A young woman, Iris, recounts the moment that she met her boyfriend Josh at a grocery store. Some time later, Iris and Josh travel to an isolated lake house to meet their friends: Kat, Eli, and Patrick, as well as Sergey, Kat's boyfriend and the owner of the lake house. The group eat dinner together and spend the night dancing.📝️

😀**Genre**: #Sci_Fi #Thriller
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: January 31, 2025
⏳**Running time**: 97 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Companion_(film))
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me","Not Spam",Unknown,"2025-02-03 12:12:45"
701,"🎬```Opus```

🎞**Movie Info**
**Opus** is a 2025 American thriller film written and directed by Mark Anthony Green in his feature directorial debut. It stars Ayo Edebiri, John Malkovich, Juliette Lewis, Murray Bartlett, Amber Midthunder, Young Mazino, Stephanie Suganami, Tatanka Means, and Tony Hale.

📝️**Synopsis**:
A young writer is invited to the remote compound of a legendary pop star who mysteriously disappeared 30 years ago. Surrounded by the star’s cult of sycophants and intoxicated journalists, she finds herself in the middle of his twisted plan.

😀**Genre**: #Thriller
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: March 14, 2025
⏳**Running time**: 103 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Opus_(film))
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me","Not Spam",Unknown,"2025-02-03 12:12:45"
702,"🎬```The Legend of Ochi```

🎞**Movie Info**
**The Legend of Ochi** (/ˈoʊtʃi/) is a 2025 American fantasy adventure film written and directed by Isaiah Saxon in his feature film debut. The film stars Helena Zengel, Finn Wolfhard, Emily Watson, and Willem Dafoe. It is scheduled to be released by A24 on April 25, 2025.

📝️**Synopsis**:
In a remote northern village, a young girl, Yuri, is raised to never go outside after dark and to fear the reclusive forest creatures known as the ochi. When a baby ochi is left behind by its pack, she embarks on the adventure of a lifetime to reunite it with its family.

😀**Genre**: #Fantasy #Adventure
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: April 25, 2025
⏳**Running time**: 96 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/The_Legend_of_Ochi)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me","Not Spam",Unknown,"2025-02-03 12:12:45"
703,"🎬```Limonov: The Ballad```

🎞**Movie Info**
**Limonov: The Ballad** is a 2024 biographical film directed by Kirill Serebrennikov. It is based on Emmanuel Carrère's 2011 book Limonov, a novelized biography of the Russian dissident writer and politician Eduard Limonov, who founded the National Bolshevik Party.

📝️**Synopsis**:
A revolutionary militant, a thug, an underground writer, a butler to a millionaire in Manhattan. But also a switchblade waving poet, a lover of beautiful women, a warmonger, a political agitator and a novelist who wrote of his own greatness. Eduard Limonov's life story is a journey through Russia, America and Europe during the second half of the 20th century.

😀**Genre**: #Biopic
🗣**Language**: English
🌍**Country**: France, Italy, Spain
🗓**Release Date**: 21 February 2025
⏳**Running time**: 138 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Limonov:_The_Ballad)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me","Not Spam",Unknown,"2025-02-03 12:12:46"
704,"🎬```Still Life with Ghosts```

🎞**Movie Info**
**Still Life with Ghosts** (Spanish: Bodegón con fantasmas) is a 2024 Spanish-Serbian ensemble comedy film written and directed by Enrique Buleo.

📝️**Synopsis**:
Structured in five episodes, the plot follows the mishaps of townsfolk and ghosts in a village of La Mancha.

😀**Genre**: #Comedy
🗣**Language**: Spanish
🌍**Country**: Spain, Serbia
🗓**Release Date**: 24 January 2025
⏳**Running time**: ----
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Still_Life_with_Ghosts)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me","Not Spam",Unknown,"2025-02-03 12:12:46"
705,"🎬```Rich Flu```

🎞**Movie Info**
**Rich Flu** (Spanish: La fiebre de los ricos) is a 2024 Spanish film written, directed, and produced by Galder Gaztelu-Urrutia. It stars Mary Elizabeth Winstead, Rafe Spall, Lorraine Bracco, Jonah Hauer-King, and Timothy Spall. It premiered at the 57th Sitges Film Festival on October 6, 2024.

📝️**Synopsis**:
A disease targets the richest people on Earth, starting with billionaires, then millionaires, and so on, causing people to give away their assets to avoid death.

😀**Genre**: # 
🗣**Language**: English
🌍**Country**: Spain
🗓**Release Date**: January 24, 2025
⏳**Running time**: ----
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Rich_Flu)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me","Not Spam",Unknown,"2025-02-03 12:12:46"
706,"🎬```Myocardium```

🎞**Movie Info**
**Myocardium** (Spanish: Miocardio) is a 2024 Spanish comedy-drama film written and directed by José Manuel Carrasco starring Vito Sanz and Marina Salas.

📝️**Synopsis**:
Pablo, a middling writer in crisis and dumped by his wife, receives an unexpected visit from Ana, the former fling who broke his heart 15 years ago, upending his miserable existence.

😀**Genre**: #Drama #Comedy
🗣**Language**: Spanish
🌍**Country**: Spain
🗓**Release Date**: 24 January 2025
⏳**Running time**: ----
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Myocardium_(film))
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",Spam,Unknown,"2025-02-03 12:12:47"
707,"🎬```Presence```

🎞**Movie Info**
**Presence** is a 2024 American supernatural thriller drama film directed by Steven Soderbergh and written by David Koepp. It stars Lucy Liu, Chris Sullivan, and Callina Liang.

📝️**Synopsis**:
The Paynes, a family of four—mother Rebecca, father Chris, elder brother Tyler, and younger sister Chloe—move into a large suburban house inhabited by a poltergeist (referred to in-universe as the "Presence.") The entire film is presented from the Presence's point of view in a series of long takes.

😀**Genre**: #Drama #Thriller
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: January 24, 2025
⏳**Running time**: 85 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Presence_(2024_film))
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me","Not Spam",Unknown,"2025-02-03 12:12:47"
708,"🎬```Brave the Dark```

🎞**Movie Info**
**Brave the Dark** is a 2023 American drama film directed by Damian Harris and starring Jared Harris and Nicholas Hamilton. The film premiered at the Heartland International Film Festival in October 2023, and was released in the United States on January 24, 2025.

📝️**Synopsis**:
A teacher discovers one of his students has been thrown into jail, and decides to bail him out but quickly discovers the student has dark secrets.

😀**Genre**: #Drama
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: January 24, 2025
⏳**Running time**: 122 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Brave_the_Dark)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me","Not Spam",Unknown,"2025-02-03 12:12:47"
709,"🎬```Flight Risk```

🎞**Movie Info**
**Flight Risk** is a 2025 American action thriller film directed by Mel Gibson and starring Mark Wahlberg,  Michelle Dockery, and Topher Grace. Its plot follows a pilot (Wahlberg) transporting an Air Marshal (Dockery) and a fugitive (Grace) across the Alaskan wilderness, where the identities and intentions of those onboard come into question.

📝️**Synopsis**:
Madolyn Harris, a U.S. Marshal, arrests an accountant named Winston while he is hiding out in a remote part of Alaska after turning informant against his former employer, the Moretti crime family. Madolyn charters a small private airplane to take them to Anchorage so they can transfer to New York City, where she intends for Winston to testify against the📝️

😀**Genre**: #Action #Thriller
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: January 24, 2025
⏳**Running time**: 91 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Flight_Risk_(film))
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",Spam,Unknown,"2025-02-03 12:12:47"
710,hi,"Not Spam",Unknown,"2025-02-03 12:12:48"
711,"Media message (ID 1)","Not Spam",Unknown,"2025-02-03 12:12:48"
712,"[Has China achieved a breakthrough in AI?](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118216/OPS/G8PDT6OID.1+G9BDUBPQP.1.html) - When was DeepSeek launched? What does it claim to do better than existing players? How does it compare with OpenAI? Why was the earlier Chinese AI chatbot, the Ernie bot, not as successful as DeepSeek? Why has it shaken up the AI world? What lies ahead?",Spam,Unknown,"2025-02-03 12:12:48"
713,"[U.S. aircraft collides with chopper; 67 feared dead](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/117908/OPS/GQ9DSSR9P.1+G9UDU2OJ6.1.html) - Passenger plane collides with U.S. military helicopter mid-air before crashing into Potomac river in Washington; authorities recover 28 bodies, with debris being found a mile downriver",Spam,Unknown,"2025-02-03 12:12:48"
714,"[Tax cut will boost slowing economy: Centre](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118356/OPS/GVTDUFFKU.1+GSUDUJ2B8.1.html) - Advocating ‘trust in the people’s wisdom,’ Finance Secretary says taxpayers will help by spending, saving, or investing; he says the economy in the current state requires all kinds of engines to be fired; ‘distributing wealth increases wealth’, says the official; he adds the reduction in tax aimed at addressing the ‘angst’ among the people","Not Spam",Unknown,"2025-02-03 12:12:49"
715,"[‘T.N. is leading in several aspects of development’ State is at the forefront of...](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118356/OPS/GVTDUFFKV.1+G1SDUJBGE.1.html) - The Chief Minister says State’s Illam Thedi Kalvi scheme resulted in a sharp increase in pass percentage in Board exams; it also leads in Bharat Scouts and Guides movement, Stalin adds","Not Spam",Unknown,"2025-02-03 12:12:49"
716,"[Union Minister sparks row with ‘casteist’ comment](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118356/OPS/GVTDUFFL0.1+GONDUJ421.1.html) - ‘High-born’ individuals could lead Tribal Affairs Ministry, says Suresh Gopi; Kerala parties announce protest, Cong. asks him to step down","Not Spam",Unknown,"2025-02-03 12:12:49"
717,"[ED attaches overseas assets worth ₹16,000 crore in high-profile cases](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118356/OPS/GVTDUFFL1.1+GONDUJ4PO.1.html) - The Central agency has cracked down on properties in U.S., U.K., UAE, Japan, and several other foreign jurisdictions in cases involving business houses such as DHFL and prominent persons such as former IPL chief Lalit Modi, Nirav Modi, Mehul Choksi, and Jet Airways founder Naresh Goyal","Not Spam",Unknown,"2025-02-03 12:12:49"
718,"[Modi attacks AAP, lauds ‘people’s Budget’ in final poll rally in capital](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118356/OPS/GVTDUFFL2.1+GONDUJ3KP.1.html) - Prime Minister says the BJP government has been investing funds in building roads, schools, hospitals, and infrastructure; he criticises the AAP and Congress, urging voters to support the BJP for ushering in an era of development in Delhi",Spam,Unknown,"2025-02-03 12:12:49"
719,"[Navigation satellite launched last week suffers malfunction](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118356/OPS/GVTDUFFL3.1+GT2DUJ5BJ.1.html) - ISRO fails to carry out orbit-raising operation, says alternative strategies for utilising NVS-02 for navigation in an elliptical orbit being worked out",Spam,Unknown,"2025-02-03 12:12:50"
720,"[Study finds a way to predict when cracks would develop in paint, clay, milk, blo...](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118356/OPS/GVTDUFFL4.1+G0QDUJGSV.1.html) - Ph.D. student Vaibhav Parmar and professor Ranjini Bandyopadhyay of the Soft Condensed Matter group at RRI Bengaluru examined how the elasticity of clay changed as it dried, slowly changing from a flowing liquid to a soft solid to a brittle sheet, in the process uncovering a link between the elasticity of clay and crack onset time","Not Spam",Unknown,"2025-02-03 12:12:50"
721,"[Without warrant](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118356/OPS/GVTDUFFL5.1+G9MDUIAE2.1.html) - Police seizure of journalists’ phones in Chennai is nothing but harassment","Not Spam",Unknown,"2025-02-03 12:12:50"
722,"For all the details from our most recent update, like **unique links** for collectible gifts and the ability to **filter gifts** on channel profiles – check out our blog: https://telegram.org/blog/wear-gifts-blockchain-and-more

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • **More**","Not Spam",Unknown,"2025-02-03 12:12:50"
723,"**Share Gifts.** Collectible gifts on your profile can now be **posted to your story** – with an **animated preview** that shows off your rare artwork and lucky numbers.

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • **9** • [More](https://t.me/telegram/366)","Not Spam",Unknown,"2025-02-03 12:12:50"
724,"**Give Gifts to Channels.** To celebrate holidays and achievements, subscribers can now **send gifts** to channels, which are displayed on the channel's profile.

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • **8** • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)","Not Spam",Unknown,"2025-02-03 12:12:51"
725,"**Move Gifts to the Blockchain.** Like collectible [usernames](https://t.me/TelegramTips/360) and [numbers](https://t.me/TelegramTips/363), gifts can now be **transferred** or **auctioned** via the TON blockchain. This gives owners **permanent control** – even if they lose access to or delete their Telegram account.

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • **7** • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",Spam,Unknown,"2025-02-03 12:12:51"
726,"**Wear Collectible Gifts.** Gifts that you [upgrade to collectibles](https://t.me/TelegramTips/498) can be used as a unique emoji status – with a **glittering star effect** and **unique appearance** for [your profile](https://t.me/TelegramTips/409).

January Features
[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • **6** • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)","Not Spam",Unknown,"2025-02-03 12:12:51"
727,"For all the features from this update, including **custom emoji** in folder names, an in-app **QR code scanner** and more – check out our blog:
https://telegram.org/blog/collectible-gifts-and-more

January Features
[1](https://t.me/telegram/357) • [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • **5** • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)","Not Spam",Unknown,"2025-02-03 12:12:51"
728,"**Verification from Third Parties.** Telegram allows public figures and organizations to **become verified**, so users can quickly identify **official sources**.

Third-party services are now able to assign **extra verification icons** to user accounts, mini apps and public chats – which will help **prevent scams** and **reduce misinformation**.

January Features
[1](https://t.me/telegram/357) • [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • **4** • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)","Not Spam",Unknown,"2025-02-03 12:12:51"
